Family,Sub-Family,Solution Capability,Capability Narrative (Paramified),Capability Narrative (Plain Text),Responsible Role,Integrator Role,Integrator Responsibility (Paramified),Integrator Responsibility (Plain Text),End User Role,End User Responsibility (Paramified),End User Responsibility (Plain Text),Implementation Status,Stack Inheritable,Provider Origination,Integrator Origination,End User Origination,Main Component,Target Date,Target Date Remarks,Target Date Remarks (Plain Text),Suggested Mappings,Applicable Products,Applicable Collections,Stack,Reviewed By,Reviewed By Email,Reviewed At,Reviewer Notes,Approval Status,Reviewers,Evidences
Compliance Program,Federal System Use Notification,System Use Notification Configuration,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" reviews system compliance annually during the ""},{""type"":""mention"",""value"":""Configuration Plan Review Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and logs authorized system use notifications in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","The @Change Control Board reviews system compliance annually during the @Configuration Plan Review Process and logs authorized system use notifications in @unknown.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Configuration Management Plan,,,,"ac-8_fr_smt.2+NIST_800_53_REV_4
ac-8_fr_smt.3+NIST_800_53_REV_4",,All Jake's Test Offerings,,,,,,NOT_SET,,
Incident Response,Incident Response Engagement,Insider Threat Escalation,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" places high-risk individuals in a monitored unit labeled accordingly. The ""},{""type"":""mention"",""value"":""InfoSec Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" manually monitors them to ensure ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" remains secure and functional. All personnel should report security incidents, including insider threats, to the ""},{""type"":""mention"",""value"":""InfoSec Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" monitors and records suspected high-risk user sessions and increases infrastructure monitoring via ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" when necessary.""}]}]","#THIS ORGANIZATION places high-risk individuals in a monitored unit labeled accordingly. The @InfoSec Admin manually monitors them to ensure #THIS SYSTEM remains secure and functional. All personnel should report security incidents, including insider threats, to the @InfoSec Admin. #THIS ORGANIZATION monitors and records suspected high-risk user sessions and increases infrastructure monitoring via @unknown when necessary.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Security Monitoring Process,,,,"3.2.3_smt.a+NIST_800_171_REV_2
ir-4.6_smt+NIST_800_53_REV_4
ir-4.6_smt+NIST_800_53_REV_5
ir-4.7_smt+NIST_800_53_REV_4
ir-4.7_smt+NIST_800_53_REV_5
si-4.19_smt+NIST_800_53_REV_4
si-4.19_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Logical Identity & Access,Logical Role Based Access,Privilege Escalation,"[{""type"":""p"",""children"":[{""text"":""Administrators to ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" are required to authenticate to enter privileged mode.""}]}]","Administrators to #THIS SYSTEM are required to authenticate to enter privileged mode.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.1.6_smt.b+NIST_800_171_REV_2
3.5.3_smt.a+NIST_800_171_REV_2
cm-11.2_smt+NIST_800_53_REV_5
sa-8.10_smt+NIST_800_53_REV_5
sa-8.14_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Network Operations,Security Architecture,Cross Domain Solution (CDS),"[{""type"":""p"",""children"":[{""text"":""This security capability is only applicable if a Cross Domain Solution (CDS) is in place. ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" does not have a CDS so this security capability is not applicable.""}]}]","This security capability is only applicable if a Cross Domain Solution (CDS) is in place. #THIS ORGANIZATION does not have a CDS so this security capability is not applicable.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,sc-46_smt+NIST_800_53_REV_5,,,,,,,,NOT_SET,,
People Resources,Personnel Security,Intercompany Transfers,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""HR Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" initiates ""},{""type"":""mention"",""value"":""Offboarding Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" during intercompany transfers to remove legacy privileges while retaining general ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" privileges. The ""},{""type"":""mention"",""value"":""HR Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" then follows the onboarding checklist to provision new access.""}]}]","The @HR Admin initiates @Offboarding Process during intercompany transfers to remove legacy privileges while retaining general #THIS ORGANIZATION privileges. The @HR Admin then follows the onboarding checklist to provision new access.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_CORPORATE,,,Offboarding Process,,,,"3.9.2_smt.c+NIST_800_171_REV_2
IAM-10_smt+ADOBE_CCF_OS_V5
ps-5_smt.a+NIST_800_53_REV_4
ps-5_smt.a+NIST_800_53_REV_5
ps-5_smt.c+NIST_800_53_REV_4
ps-5_smt.c+NIST_800_53_REV_5
ps-5_smt.d+NIST_800_53_REV_4
ps-5_smt.d+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Site Operations,Data Center Protection,Transmission Medium Protection:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" utilizes ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"", a ""},{""type"":""smart-tag"",""value"":""project-type"",""children"":[{""text"":""""}]},{""text"":""-compliant cloud platform that provides robust controls to protect data transmission lines.""}]}]","#THIS SYSTEM utilizes @unknown, a #PROGRAM TYPE-compliant cloud platform that provides robust controls to protect data transmission lines.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,INHERITED,,,,,,,"pe-4_smt+NIST_800_53_REV_4
pe-4_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Monitoring,Data Security Alert Sources,Data Security Monitoring System Disruption:,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" configures ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" to send audit collection failure alerts to the ""},{""type"":""mention"",""value"":""InfoSec Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","The @Change Control Board configures @unknown to send audit collection failure alerts to the @InfoSec Admin in @unknown.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.3.4_smt.a+NIST_800_171_REV_2
3.3.4_smt.b+NIST_800_171_REV_2
3.3.4_smt.c+NIST_800_171_REV_2
VM-10_smt+ADOBE_CCF_OS_V5
au-5_smt.a+NIST_800_53_REV_4
au-5_smt.a+NIST_800_53_REV_5
au-5_smt.b+NIST_800_53_REV_4
au-5_smt.b+NIST_800_53_REV_5
ir-4.5_smt+NIST_800_53_REV_5
si-6_smt.c+NIST_800_53_REV_4
si-6_smt.c+NIST_800_53_REV_5
si-6_smt.d+NIST_800_53_REV_4
si-6_smt.d+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Operations,System Development,Development Lifecycle Process Review,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" reviews ""},{""type"":""mention"",""value"":""Software Development Life Cycle Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" every quarter to ensure the security of all developed and released systems and software. Tools and configurations are maintained in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and changes follow the ""},{""type"":""mention"",""value"":""Change Management Process:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","#THIS ORGANIZATION reviews @Software Development Life Cycle Process every quarter to ensure the security of all developed and released systems and software. Tools and configurations are maintained in @unknown and changes follow the @Change Management Process.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Change Management Process,,,,"sa-15_smt.a+NIST_800_53_REV_4
sa-15_smt.a+NIST_800_53_REV_5
sa-15_smt.b+NIST_800_53_REV_4
sa-15_smt.b+NIST_800_53_REV_5
sa-4.3_smt.a+NIST_800_53_REV_5
sa-4.3_smt.b+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Asset Management,Component Installation & Maintenance,Onsite Maintenance:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" uses a ""},{""type"":""smart-tag"",""value"":""project-type"",""children"":[{""text"":""""}]},{""text"":""-compliant cloud platform, ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"", which performs maintenance on all infrastructure and hardware.""}]}]","#THIS SYSTEM uses a #PROGRAM TYPE-compliant cloud platform, @unknown, which performs maintenance on all infrastructure and hardware.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,INHERITED,,,,,,,"3.7.1_smt.a+NIST_800_171_REV_2
3.7.2_smt.c+NIST_800_171_REV_2
3.7.4_smt.a+NIST_800_171_REV_2
AM-10_smt+ADOBE_CCF_OS_V5
ma-2.2_smt.a+NIST_800_53_REV_4
ma-2.2_smt.a+NIST_800_53_REV_5
ma-2_smt.a+NIST_800_53_REV_4
ma-2_smt.a+NIST_800_53_REV_5
ma-2_smt.b+NIST_800_53_REV_4
ma-2_smt.b+NIST_800_53_REV_5
ma-2_smt.e+NIST_800_53_REV_4
ma-2_smt.e+NIST_800_53_REV_5
ma-3_smt+NIST_800_53_REV_4
ma-3_smt.a+NIST_800_53_REV_5
ma-3_smt.b+NIST_800_53_REV_5
ma-5.1_smt.a+NIST_800_53_REV_4
ma-5.1_smt.a+NIST_800_53_REV_5
ma-5.1_smt.b+NIST_800_53_REV_4
ma-5.1_smt.b+NIST_800_53_REV_5
pe-5_smt+NIST_800_53_REV_4
pe-5_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Business Continuity,Backup and Recovery,System Documentation Backup:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" users store system and user-level documentation in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" with restricted access for authorized ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" user roles as per ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". Documentation is backed up as per the ""},{""type"":""mention"",""value"":""Contingency Plan:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","#THIS ORGANIZATION users store system and user-level documentation in @unknown with restricted access for authorized #THIS SYSTEM user roles as per @unknown. Documentation is backed up as per the @Contingency Plan.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.8.9_smt.a+NIST_800_171_REV_2
BM-01_smt+ADOBE_CCF_OS_V5
cp-9.8_smt+NIST_800_53_REV_5
cp-9_smt.c+NIST_800_53_REV_4
cp-9_smt.c+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Data Protection,Cryptographic Key Administration,Cryptographic Key Management:,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" rotates cryptographic keys within ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" using ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"", with manual rotations approved and documented in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". The ""},{""type"":""mention"",""value"":""InfoSec Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" ensures cryptographic modules are correctly configured in FIPS mode.""}]}]","The @Change Control Board rotates cryptographic keys within #THIS SYSTEM using @unknown, with manual rotations approved and documented in @unknown. The @InfoSec Admin ensures cryptographic modules are correctly configured in FIPS mode.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.13.10_smt.a+NIST_800_171_REV_2
3.13.10_smt.b+NIST_800_171_REV_2
3.13.16_smt.a+NIST_800_171_REV_2
CRY-03_smt+ADOBE_CCF_OS_V5
sc-12.2_smt+NIST_800_53_REV_4
sc-12.2_smt+NIST_800_53_REV_5
sc-12.3_smt+NIST_800_53_REV_4
sc-12.3_smt+NIST_800_53_REV_5
sc-12_smt+NIST_800_53_REV_4
sc-12_smt+NIST_800_53_REV_5
sc-28.3_smt+NIST_800_53_REV_5
svc-06_smt+KSI_PHASE_1",,All Jake's Test Offerings,,,,,,NOT_SET,,
Compliance Program,Federal System Use Notification,System Use Notification Acknowledgement,"[{""type"":""p"",""children"":[{""text"":""After acknowledging the banner, users must login with authorized credentials to access ""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","After acknowledging the banner, users must login with authorized credentials to access #THIS SYSTEM.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Configuration Management Plan,,,,"ac-8_smt.b+NIST_800_53_REV_4
ac-8_smt.b+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Incident Response,Coordination with External Parties,Incident Response External Contacts,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"" does not use external vendors to conduct Incident Response.""}]}]","#THIS ORGANIZATION does not use external vendors to conduct Incident Response.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,Incident Response Plan,,,,"ir-7.2_smt.b+NIST_800_53_REV_4
ir-7.2_smt.b+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
Logical Identity & Access,Logical Account Management,Temporary Accounts,"[{""type"":""p"",""children"":[{""text"":""No temporary or emergency accounts are provided or granted access by ""},{""type"":""smart-tag"",""value"":""this-organization"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","No temporary or emergency accounts are provided or granted access by #THIS ORGANIZATION.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"IAM-11_smt+ADOBE_CCF_OS_V5
ac-2.2_smt+NIST_800_53_REV_4
ac-2.2_smt+NIST_800_53_REV_5
iam-05_smt+KSI_PHASE_1",,,,,,,,NOT_SET,,
Site Operations,Environmental Protection,Emergency Lighting:,"[{""type"":""p"",""children"":[{""text"":""""},{""type"":""smart-tag"",""value"":""this-system"",""children"":[{""text"":""""}]},{""text"":"" utilizes ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"", a ""},{""type"":""smart-tag"",""value"":""project-type"",""children"":[{""text"":""""}]},{""text"":""-compliant cloud platform that robust physical and environmental controls in data centers which include emergency lighting.""}]}]","#THIS SYSTEM utilizes @unknown, a #PROGRAM TYPE-compliant cloud platform that robust physical and environmental controls in data centers which include emergency lighting.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,INHERITED,,,,,,,"SO-16_smt+ADOBE_CCF_OS_V5
pe-12_smt+NIST_800_53_REV_4
pe-12_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Monitoring,Audit Logging,Audit Log Collection and Alerts:,"[{""type"":""p"",""children"":[{""text"":""The ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" configures ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" on all production components. Logs are automatically analyzed in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". Alerts are collated in a centralized dashboard on ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" and reviewed and resolved by the ""},{""type"":""mention"",""value"":""InfoSec Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","The @Change Control Board configures @unknown on all production components. Logs are automatically analyzed in @unknown. Alerts are collated in a centralized dashboard on @unknown and reviewed and resolved by the @InfoSec Admin.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.11.2e_smt.b+NIST_800_172_REV_2
3.3.1_smt.a+NIST_800_171_REV_2
3.3.1_smt.c+NIST_800_171_REV_2
3.3.2_smt.b+NIST_800_171_REV_2
3.3.6_smt.a+NIST_800_171_REV_2
3.3.6_smt.b+NIST_800_171_REV_2
SM-01_smt+ADOBE_CCF_OS_V5
ac-2.12_smt.a+NIST_800_53_REV_4
ac-2.12_smt.a+NIST_800_53_REV_5
ac-2.4_smt+NIST_800_53_REV_4
ac-2.4_smt+NIST_800_53_REV_5
ac-2_smt.g+NIST_800_53_REV_4
ac-2_smt.g+NIST_800_53_REV_5
ac-6.9_smt+NIST_800_53_REV_4
ac-6.9_smt+NIST_800_53_REV_5
au-12.1_smt+NIST_800_53_REV_4
au-12.1_smt+NIST_800_53_REV_5
au-12_smt.a+NIST_800_53_REV_4
au-12_smt.a+NIST_800_53_REV_5
au-12_smt.c+NIST_800_53_REV_4
au-12_smt.c+NIST_800_53_REV_5
au-14.1_smt+NIST_800_53_REV_5
au-16_smt+NIST_800_53_REV_5
au-2_smt.a+NIST_800_53_REV_4
au-2_smt.a+NIST_800_53_REV_5
au-2_smt.c+NIST_800_53_REV_5
au-2_smt.d+NIST_800_53_REV_4
au-3.2_smt+NIST_800_53_REV_4
au-4.1_smt+NIST_800_53_REV_4
cm-11.1_smt+NIST_800_53_REV_4
cm-5.1_smt+NIST_800_53_REV_4
cm-5.1_smt.a+NIST_800_53_REV_5
cm-5.1_smt.b+NIST_800_53_REV_5
cm-8.3_smt.a+NIST_800_53_REV_5
inr-02_smt+KSI_PHASE_1
mla-02_smt+KSI_PHASE_1
pl-9_smt+NIST_800_53_REV_5
sc-7.4_smt.g+NIST_800_53_REV_5
si-4.11_smt+NIST_800_53_REV_4
si-4.11_smt+NIST_800_53_REV_5
si-4.20_smt+NIST_800_53_REV_4
si-4.20_smt+NIST_800_53_REV_5
si-4.22_smt+NIST_800_53_REV_4
si-4.22_smt.a+NIST_800_53_REV_5
si-4.22_smt.b+NIST_800_53_REV_5
si-4.4_smt+NIST_800_53_REV_4
si-4.4_smt.a+NIST_800_53_REV_5
si-4.4_smt.b+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
System Monitoring,Data Security Alert Sources,Audit Log Deletion,"[{""type"":""p"",""children"":[{""text"":""Log deletion in ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" requires ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" authorization. By default, log deletion is disabled and can only be enabled by the ""},{""type"":""mention"",""value"":""InfoSec Admin:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"". Both enabling and executing log deletions trigger alerts to the ""},{""type"":""mention"",""value"":""Change Control Board:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"" via ""},{""type"":""mention"",""value"":""unknown:ELEMENT"",""children"":[{""text"":""""}]},{""text"":"".""}]}]","Log deletion in @unknown requires @Change Control Board authorization. By default, log deletion is disabled and can only be enabled by the @InfoSec Admin. Both enabling and executing log deletions trigger alerts to the @Change Control Board via @unknown.
",Change Control Board,,,,,,,IMPLEMENTED,FALSE,SERVICE_PROVIDER_SYSTEM,,,,,,,"3.3.8_smt.c+NIST_800_171_REV_2
3.3.8_smt.f+NIST_800_171_REV_2
SM-02_smt+ADOBE_CCF_OS_V5
au-9.5_smt+NIST_800_53_REV_5",,All Jake's Test Offerings,,,,,,NOT_SET,,
